Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,pathway_db,input_genes,p_adj_global
Reactome_2022,Regulation Of Complement Cascade R-HSA-977606,1/45,0.2021326772791743,0.3257114231038828,0,0,4.558310376492194,7.287967841732019,C5AR1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5188613067926457
Reactome_2022,Glycosphingolipid Metabolism R-HSA-1660662,1/45,0.2021326772791743,0.3257114231038828,0,0,4.558310376492194,7.287967841732019,ASAH1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5188613067926457
Reactome_2022,TBC/RABGAPs R-HSA-8854214,1/45,0.2021326772791743,0.3257114231038828,0,0,4.558310376492194,7.287967841732019,GABARAP,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5188613067926457
Reactome_2022,DNA Damage Bypass R-HSA-73893,1/48,0.2140682440880332,0.343316995235525,0,0,4.266709649688373,6.576964036635908,ISG15,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.533615008274738
Reactome_2022,mRNA Splicing - Minor Pathway R-HSA-72165,1/49,0.21800735103248,0.3463668193973982,0,0,4.177609427609427,6.363445371866637,YBX1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5370920762263136
Reactome_2022,Signaling By NOTCH3 R-HSA-9012852,1/49,0.21800735103248,0.3463668193973982,0,0,4.177609427609427,6.363445371866637,YBX1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5370920762263136
Reactome_2022,Regulation Of Ornithine Decarboxylase (ODC) R-HSA-350562,1/50,0.2219269115603851,0.3509541857233997,0,0,4.092145949288806,6.1603458876211565,OAZ1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.538074325069131
Reactome_2022,Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,1/51,0.2258270216564654,0.3538303565124344,0,0,4.01010101010101,5.966974015935645,YBX1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5391126360808133
Reactome_2022,Autodegradation Of E3 Ubiquitin Ligase COP1 R-HSA-349425,1/51,0.2258270216564654,0.3538303565124344,0,0,4.01010101010101,5.966974015935645,CARD16,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5391126360808133
Reactome_2022,Cellular Response To Chemical Stress R-HSA-9711123,2/182,0.2309319721381435,0.3601691308576551,0,0,2.235827664399093,3.276900805609977,CYBA;TKT,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5419243843621496
KEGG_2021_Human,Bladder cancer,1/41,0.1859390303366049,0.3668526814749231,0,0,5.015151515151516,8.43717221072756,TYMP,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5460707395909202
Reactome_2022,Intrinsic Pathway For Apoptosis R-HSA-109606,1/55,0.2412348616553018,0.3728175134672846,0,0,3.7123082678638233,5.278844037828421,BID,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5507569631759661
Reactome_2022,Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370,1/55,0.2412348616553018,0.3728175134672846,0,0,3.7123082678638233,5.278844037828421,CEBPB,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5507569631759661
Reactome_2022,Stabilization Of P53 R-HSA-69541,1/56,0.2450391435680432,0.3769832977969896,0,0,3.644628099173554,5.125576482532065,CARD16,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5536069539870606
Reactome_2022,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,1/57,0.2488245414130006,0.3776801075018759,0,0,3.5793650793650795,4.978922896997587,CTSS,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5538813498183979
Reactome_2022,Signal Transduction R-HSA-162582,15/2465,0.2467872125451988,0.3776801075018759,0,0,1.256902761104442,1.7586945437949386,LYN;ARPC1B;C5AR1;RHOG;CYBA;YBX1;RHOC;DRAP1;FKBP1A;MYL6;ARPC2;ARPC3;AP2S1;PFN1;S100A9,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5538813498183979
Reactome_2022,Regulated Necrosis R-HSA-5218859,1/57,0.2488245414130006,0.3776801075018759,0,0,3.5793650793650795,4.978922896997587,CASP1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5538813498183979
Reactome_2022,Metabolism Of Polyamines R-HSA-351202,1/58,0.2525911479606718,0.3816932902516818,0,0,3.5163919900762006,4.8384959983786695,OAZ1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5557891648358129
Reactome_2022,Muscle Contraction R-HSA-397014,2/196,0.2568156107552619,0.3863597683928718,0,0,2.0730065221965077,2.818038680312099,MYL6;ANXA2,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5586858065929018
Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,3/354,0.260632549507307,0.3903747437554378,0,0,1.722530619437836,2.3161899797868197,PRELID1;CASP1;BID,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.562849403269204
Reactome_2022,SARS-CoV Infections R-HSA-9679506,3/369,0.2809389933414449,0.4115875144891212,0,0,1.6506675680243366,2.095716825168888,FKBP1A;AP2S1;ISG15,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5747898180719017
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,2/209,0.2809047137719573,0.4115875144891212,0,0,1.9415360347037365,2.465245506602583,VASP;PFN1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5747898180719017
Reactome_2022,Programmed Cell Death R-HSA-5357801,2/208,0.2790523269897138,0.4115875144891212,0,0,1.9510600356647516,2.4902471103248573,CASP1;BID,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5747898180719017
Reactome_2022,Transport Of Small Molecules R-HSA-382551,5/706,0.2783474512376043,0.4115875144891212,0,0,1.4414745851790676,1.8434803993952893,SLC7A7;NPC2;FTH1;AP2S1;FTL,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5747898180719017
Reactome_2022,p53-Dependent G1 DNA Damage Response R-HSA-69563,1/65,0.2784389392137884,0.4115875144891212,0,0,3.1306818181818183,4.00275356439037,CARD16,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5747898180719017
Reactome_2022,COPII-mediated Vesicle Transport R-HSA-204005,1/66,0.2820585025763683,0.4115875144891212,0,0,3.0823620823620823,3.9011631304837175,SERPINA1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5747898180719017
Reactome_2022,G1/S DNA Damage Checkpoints R-HSA-69615,1/67,0.2856600898087258,0.4150616689528495,0,0,3.0355065809611266,3.8033460819667058,CARD16,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5747898180719017
Reactome_2022,Glycolysis R-HSA-70171,1/69,0.2928096888806698,0.4206216035873368,0,0,2.9459298871063577,3.6182865561027495,TPI1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5757274153836113
Reactome_2022,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,3/378,0.2931980001476436,0.4206216035873368,0,0,1.6103092783505155,1.9756999347458395,CYBA;S100A9;CTSS,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5757274153836113
Reactome_2022,Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,1/69,0.2928096888806698,0.4206216035873368,0,0,2.9459298871063577,3.6182865561027495,CFP,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5757274153836113
KEGG_2021_Human,Vibrio cholerae infection,1/50,0.2219269115603851,0.420796481659951,0,0,4.092145949288806,6.1603458876211565,ACTB,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5757274153836113
KEGG_2021_Human,Arginine and proline metabolism,1/50,0.2219269115603851,0.420796481659951,0,0,4.092145949288806,6.1603458876211565,SAT1,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5757274153836113
KEGG_2021_Human,Cholesterol metabolism,1/50,0.2219269115603851,0.420796481659951,0,0,4.092145949288806,6.1603458876211565,NPC2,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5757274153836113
KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,1/53,0.233569272224541,0.4371937659587563,0,0,3.8554778554778553,5.606931137649977,AP2S1,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5821935176251513
Reactome_2022,RHOC GTPase Cycle R-HSA-9013106,1/73,0.3068970331118836,0.4375243397754975,0,0,2.781705948372615,3.2858706369655613,RHOC,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5821935176251513
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,5/736,0.3075538741363056,0.4375243397754975,0,0,1.38015695874433,1.6273499800018527,MT2A;CEBPB;HSBP1;CYBA;TKT,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5821935176251513
Reactome_2022,RHOG GTPase Cycle R-HSA-9013408,1/74,0.3103752378928968,0.4396982536816038,0,0,2.74346201743462,3.209777224050686,RHOG,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5821935176251513
Reactome_2022,ISG15 Antiviral Mechanism R-HSA-1169408,1/75,0.3138361616484454,0.4427564106243629,0,0,2.7062517062517064,3.1362323637249645,ISG15,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5828450093378482
Reactome_2022,HIV Infection R-HSA-162906,2/229,0.3178327146892762,0.4465418305551815,0,0,1.768677515058887,2.0273113855926552,HCK;AP2S1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5841433052297244
Reactome_2022,Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,1/78,0.3241160944299128,0.4479653337649202,0,0,2.600419782237964,2.929772078325152,RHOG,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5841875721400537
Reactome_2022,Nuclear Events Mediated By NFE2L2 R-HSA-9759194,1/78,0.3241160944299128,0.4479653337649202,0,0,2.600419782237964,2.929772078325152,TKT,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5841875721400537
Reactome_2022,G Alpha (12/13) Signaling Events R-HSA-416482,1/78,0.3241160944299128,0.4479653337649202,0,0,2.600419782237964,2.929772078325152,RHOC,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5841875721400537
Reactome_2022,FCERI Mediated NF-kB Activation R-HSA-2871837,1/78,0.3241160944299128,0.4479653337649202,0,0,2.600419782237964,2.929772078325152,LYN,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5841875721400537
Reactome_2022,Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372,1/79,0.3275087398015298,0.4508217470952232,0,0,2.566951566951567,2.865335397718705,FKBP1A,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5854923770823977
Reactome_2022,DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,1/81,0.3342435328543524,0.4545712046819193,0,0,2.5025252525252526,2.742480915944007,ISG15,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5891295733005114
Reactome_2022,Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,1/81,0.3342435328543524,0.4545712046819193,0,0,2.5025252525252526,2.742480915944007,HSBP1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5891295733005114
Reactome_2022,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,1/81,0.3342435328543524,0.4545712046819193,0,0,2.5025252525252526,2.742480915944007,CEBPB,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5891295733005114
Reactome_2022,Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,1/83,0.3409115467213686,0.4599600233542275,0,0,2.4412416851441243,2.627098856469418,ISG15,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5923756432360384
Reactome_2022,Platelet Homeostasis R-HSA-418346,1/83,0.3409115467213686,0.4599600233542275,0,0,2.4412416851441243,2.627098856469418,FGR,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5923756432360384
KEGG_2021_Human,Transcriptional misregulation in cancer,2/192,0.2494084860677239,0.4609321388087051,0,0,2.117078410311493,2.939908923064224,CEBPB;SPI1,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5933753020702973
Reactome_2022,Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,1/84,0.3442207165268205,0.462589105213909,0,0,2.4117074358038213,2.572018957842433,CEBPB,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.593791637180184
Reactome_2022,Cell Junction Organization R-HSA-446728,1/86,0.3507897886854045,0.4695611344607777,0,0,2.354723707664884,2.46673350535558,VASP,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.5993220005064629
Reactome_2022,RAC2 GTPase Cycle R-HSA-9013404,1/87,0.3540498524990138,0.472066469998685,0,0,2.327225745830397,2.4163993335324085,CYBA,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6003026149919135
Reactome_2022,Sphingolipid Metabolism R-HSA-428157,1/89,0.3605214364245345,0.4732713837233271,0,0,2.2741046831955924,2.32005037808893,ASAH1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.600658141124774
Reactome_2022,Unfolded Protein Response (UPR) R-HSA-381119,1/89,0.3605214364245345,0.4732713837233271,0,0,2.2741046831955924,2.32005037808893,CEBPB,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.600658141124774
Reactome_2022,Glucose Metabolism R-HSA-70326,1/89,0.3605214364245345,0.4732713837233271,0,0,2.2741046831955924,2.32005037808893,TPI1,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.600658141124774
Reactome_2022,ER-Phagosome Pathway R-HSA-1236974,1/89,0.3605214364245345,0.4732713837233271,0,0,2.2741046831955924,2.32005037808893,S100A9,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.600658141124774
KEGG_2021_Human,Long-term depression,1/60,0.2600683562676618,0.4746247501884828,0,0,3.396849854476973,4.574913980988086,LYN,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6020112394425254
Reactome_2022,Collagen Formation R-HSA-1474290,1/90,0.3637331156781473,0.4756509974252695,0,0,2.2484394506866416,2.273925239694265,CTSS,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6031199887403882
Reactome_2022,Activation Of HOX Genes During Differentiation R-HSA-5619507,1/91,0.3669288252624231,0.4779915731387887,0,0,2.22334455667789,2.2290972080359737,MAFB,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6032436568642046
KEGG_2021_Human,Focal adhesion,2/201,0.2660805999708533,0.4796020690832664,0,0,2.020408163265306,2.6749315277587797,VASP;ACTB,5,100,human,KEGG_2021_Human,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6032436568642046
Reactome_2022,Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,1/92,0.3701086437867988,0.4802936598759984,0,0,2.1988011988011986,2.185517547233266,LY6E,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6032436568642046
Reactome_2022,VEGFA-VEGFR2 Pathway R-HSA-4420097,1/93,0.3732726494349856,0.480729927302633,0,0,2.1747913921826965,2.143139832163484,CYBA,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6032436568642046
Reactome_2022,RAC3 GTPase Cycle R-HSA-9013423,1/93,0.3732726494349856,0.480729927302633,0,0,2.1747913921826965,2.143139832163484,CYBA,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6032436568642046
Reactome_2022,Metabolism Of Nucleotides R-HSA-15869,1/95,0.3795535332169826,0.4851436138863688,0,0,2.1283043197936813,2.061815304518316,CDA,5,100,human,Reactome_2022,"COTL1,LST1,FCER1G,SAT1,FTH1,AIF1,OAZ1,FTL,IFITM3,IFITM2,FCGR3A,SERPINA1,PSAP,CTSS,S100A11,TIMP1,CST3,ACTB,CD68,CFD",0.6032436568642046
